Word,Freq,Rank
வலயத்துக்கு,4,5218
வரவேற்புரையுடன்,4,5219
இயந்திரங்களை,4,5220
கிரிக்கட்,4,5221
சிரேஷட,4,5222
பச்சாகம,4,5223
பாராட்டு,4,5224
ரசிகர்களை,4,5225
2016.05.25,4,5226
விமானக்,4,5227
என்பவரால்,4,5228
இற்றைக்கு,4,5229
சுற்றுநிருபத்தில்,4,5230
இடல்,4,5231
ஆணைச்சீட்டை,4,5232
வங்கிகள்,4,5233
வருடத்திற்குள்,4,5234
பத்தரமுள்ள,4,5235
இலவசமாகக்,4,5236
பட்டியலிலோ,4,5237
குறிக்கப்பட்ட,4,5238
அமைப்புகளின்,4,5239
பூரணப்படுத்தப்பட்ட,4,5240
நீரைப்,4,5241
பாடம்,4,5242
நகராட்சி,4,5243
கொள்கையினை,4,5244
கிரிக்கெட்,4,5245
பிரயாணக்,4,5246
சேமித்துக்,4,5247
செலுத்தப்படலாம்,4,5248
தடவைகள்,4,5249
ஆப்தின்,4,5250
போட்டித்,4,5251
பயனாளிகளுக்கு,4,5252
அதிலும்,4,5253
நன்றியுரையின்,4,5254
பெறுகிறார்,4,5255
வண்டிகளின்,4,5256
தளபாடங்களின்,4,5257
அவ்வில்லத்தில்,4,5258
செய்திகள்,4,5259
அவர்களுடன்,4,5260
உரித்தாக,4,5261
அதைவிட,4,5262
சட்டங்களை,4,5263
விஜேசிங்ஹ,4,5264
குடியிருக்கும்,4,5265
கருத்திட்டத்திற்காக,4,5266
தெரிவித்தார்,4,5267
இல்லத்தின்,4,5268
பவுசர்,4,5269
அடிப்படைத்,4,5270
பாதுகாத்துக்,4,5271
அன்று,4,5272
இறுதித்,4,5273
உறுதிப்படுத்த,4,5274
விடயங்களுக்கேற்ப,4,5275
வழங்குதலும்,4,5276
அபிவிருத்திப்,4,5277
கருணாரத்ன,4,5278
ஆதனங்கள்,4,5279
மேலதிகப்,4,5280
பொருட்பட்டியல்,4,5281
சீட்டு,4,5282
பாடல்,4,5283
தொகைகள்,4,5284
பிரஜைகளுக்கு,4,5285
இனங்காணப்பட்ட,4,5286
பாதுகாவலர்,4,5287
நாட்டிலிருந்து,4,5288
நிறுவனங்களும்,4,5289
குடும்பத்தினர்கள்,4,5290
பொறுப்பேற்க,4,5291
நாமல்,4,5292
திறன்களை,4,5293
முன்வைக்கின்ற,4,5294
பெற்றுக்கொள்வதற்கான,4,5295
அங்கத்தவர்கள்,4,5296
கதை,4,5297
கொள்ளலும்,4,5298
பொறுப்பாளர்கள்,4,5299
அதிகரிப்பதற்காக,4,5300
தளபாடங்களையும்,4,5301
அமைப்புகள்,4,5302
சந்தைக்,4,5303
குறிப்பிட்டுக்,4,5304
மேற்படலாகாது,4,5305
16ஆம்,4,5306
கற்பிப்பதற்கு,4,5307
ஆணைக்குழுச்,4,5308
கீழ்க்காணும்,4,5309
காயமடைந்த,4,5310
அரசாங்கத்திடமிருந்து,4,5311
அநாதைகள்,4,5312
2016.02,4,5313
உயர்தரம்,4,5314
அந்நிறுவனம்,4,5315
முதற்,4,5316
விதவைகள்,4,5317
பல்கலைக்கழகத்தில்,4,5318
S,4,5319
மேலதிகக்,4,5320
விரைவான,4,5321
பெறாத,4,5322
ஒதுக்கீட்டின்,4,5323
மணித்தியாலங்களுக்குக்,4,5324
சுருக்க,4,5325
உபகரண,4,5326
ஒன்றினைச்,4,5327
பாடத்தின்,4,5328
5000,4,5329
தகவல்களுக்கு,4,5330
போதுமான,4,5331
கூறப்படும்,4,5332
சீட்டொன்று,4,5333
கைச்சாத்திடப்பட்ட,4,5334
குறிப்பிடப்பட்டவாறு,4,5335
நிலுவைப்,4,5336
இறப்புப்,4,5337
கற்பதற்கு,4,5338
புறம்பான,4,5339
செலவுப்,4,5340
பெற்றுக்கொள்கின்ற,4,5341
100/,4,5342
கூடத்தை,4,5343
2016.06.06,4,5344
கொள்வதற்குத்,4,5345
வழிகாடடல்,4,5346
மாடியில்,4,5347
பெறுபேறுகளை,4,5348
தொடர்பாகத்,4,5349
நாட்டு,4,5350
தொடா்பாக,4,5351
பயிற்றப்படாத,4,5352
விடயத்திற்கு,4,5353
பெற்றுள்ளது,4,5354
சமூகத்திற்கு,4,5355
நாளைக்கு,4,5356
விசாரணைகளின்,4,5357
பச்சை,4,5358
மின்னஞ்சல்,4,5359
அறிவுறுத்தல்கள்,4,5360
வளி,4,5361
பரிசீலணை,4,5362
நோக்கங்கள்,4,5363
பாதுகாக்க,4,5364
உள்ளான,4,5365
செய்துள்ளது,4,5366
ஏற்பட்டு,4,5367
பெயரையும்,4,5368
பரிசோதித்து,4,5369
கற்கைநெறி,4,5370
காயம்,4,5371
பெற்றுக்கொள்ளப்பட்ட,4,5372
உரித்தாகாது,4,5373
தலைவர்களை,4,5374
அலுவலர்கள்,4,5375
வாரத்திற்கு,4,5376
உதவிப்பணிப்பாளர்,4,5377
31ம்,4,5378
DSKU,4,5379
நாளுக்காக,4,5380
தொழிலாளர்கள்,4,5381
தொழிலாளி,4,5382
ஆசிரியர்களாக,4,5383
விடுமுறைக்காக,4,5384
குறுக்கு,4,5385
விநியோகிக்கப்படுகின்ற,4,5386
UCIARS,4,5387
பொறுப்பாளரின்,4,5388
பயன்படுத்திக்கொண்டு,4,5389
உள்ளவாறாக,4,5390
தொழிலாளர்களுக்கான,4,5391
முடிவடைந்த,4,5392
கூரையின்,4,5393
அனுப்பும்,4,5394
பகுதியாகக்,4,5395
தொகையொன்று,4,5396
துறையை,4,5397
கட்டணத்தையும்,4,5398
பெறுபேறு,4,5399
ஒத்திவைக்கப்படுமாக,4,5400
வன்பொருள்,4,5401
மொழியை,4,5402
இணையும்,4,5403
தேர்ச்சியை,4,5404
கோரல்,4,5405
அறவிடுதல்,4,5406
நீதிமன்றத்தில்,4,5407
குணசேகர,4,5408
கோரிக்கைக்கிணங்க,4,5409
SWD,4,5410
உரிமைப்,4,5411
அறியத்தருவாரா,4,5412
பூர்த்தியடைந்த,4,5413
இவ்வேலைத்திட்டம்,4,5414
விண்ணப்பித்த,4,5415
செயற்படுமாறு,4,5416
நிரப்புதல்,4,5417
விண்ணப்பதாரி,4,5418
அதிகமாக,4,5419
ஆவணத்தின்,4,5420
2009ஆம்,4,5421
அறிக்கையினை,4,5422
ஆவணத்தை,4,5423
தாக்கங்கள்,4,5424
கணக்காளர்கள்,4,5425
அழிவடைந்து,4,5426
கணக்கெடுப்பின்,4,5427
உத்தேசமாயிருந்த,4,5428
அனுமதிக்கப்படுவதற்கு,4,5429
பாடநெறியை,4,5430
கடமைக்குத்,4,5431
பேணிவருதல்,4,5432
எடுத்துக்,4,5433
கட்டணங்களுக்கு,4,5434
மீதித்,4,5435
தொழிலாளர்களுக்கு,4,5436
அறவிடக்,4,5437
பரிசுப்,4,5438
சொத்துக்கள்,4,5439
வலியுறுத்துகிறேன்,4,5440
முஸ்லீம்,4,5441
சான்றுறுதிப்படுத்தல்,4,5442
புஞ்சிஹேவா,4,5443
எத்தனையென்பதையும்,4,5444
அமுலில்,4,5445
11ம்,4,5446
எழுதுநர்,4,5447
தரப்பினர்களுக்கு,4,5448
காணும்,4,5449
செய்யப்பட்டுள்ளதா,4,5450
பரீட்சையிலும்,4,5451
கலந்துரையாடலுக்கு,4,5452
வர்த்தமானி,4,5453
இடமளிக்க,4,5454
வருடத்திற்கான,4,5455
உறுப்பினர்களுக்கான,4,5456
ஆணைக்குழுவில்,4,5457
தொடர்புகளை,4,5458
சமர்ப்பிக்கின்ற,4,5459
அமைந்த,4,5460
நியமித்து,4,5461
பங்கேற்க,4,5462
தொழிலாளர்களுக்காகச்,4,5463
41,4,5464
தொகையினையும்,4,5465
போ,4,5466
இணைப்பாளரிடம்,4,5467
சட்டக்,4,5468
Form,4,5469
குறிப்புக்கள்,4,5470
அறவிடப்படல்,4,5471
தொலை,4,5472
இதற்காகப்,4,5473
முன்வராதோர்,4,5474
சுயமாக,4,5475
NBRO,4,5476
KN,4,5477
சீட்டுக்களை,4,5478
இராணுவம்,4,5479
துறைகளில்,4,5480
படுவதனால்,4,5481
வலுப்படுத்தல்,4,5482
திருமண,4,5483
தாயின்,4,5484
மதிய,4,5485
கடமையினை,4,5486
அமைப்புக்களின்,4,5487
என்பதனையும்,4,5488
அநாதை,4,5489
இவரின்,4,5490
ஆட்களுக்கு,4,5491
அதிகரிப்பதற்கான,4,5492
நபரின்,4,5493
தொழில்நுட்பத்தின்,4,5494
வரைபடங்கள்,4,5495
ஏற்படக்கூடிய,4,5496
பாலியல்,4,5497
தொகையும்,4,5498
வேளை,4,5499
முறைமையின்,4,5500
வெளிவாரி,4,5501
பகுதியையோ,4,5502
செலவாக,4,5503
வரவழைத்துக்,4,5504
2014.12,4,5505
அணிகளில்,4,5506
முற்பணமாக,4,5507
இல்லையா,4,5508
ஷல்,4,5509
அறவீடுகள்,4,5510
கருதும்,4,5511
சிரமதானங்கள்,4,5512
குழுவொன்றின்,4,5513
ஒருவருட,4,5514
கொண்டிராத,4,5515
உசாவி,4,5516
தன்மையை,4,5517
எத்தகைய,4,5518
முடிவடைகின்ற,4,5519
கடமையை,4,5520
காணப்படுகின்றது,4,5521
குளிரூட்டி,4,5522
நபருக்கு,4,5523
வேன்,4,5524
மாணவர்களுக்கும்,4,5525
கைவிடப்பட்டுள்ளது,4,5526
கொள்வது,4,5527
பெற்றுக்கொள்வது,4,5528
அனுமதியினைப்,4,5529
வேலைத்திட்டங்களின்,4,5530
ஆலோசனைக்கு,4,5531
முஸ்லிம்களின்,4,5532
யடவத்தை,4,5533
காத்திருத்தல்,4,5534
வெளியிடப்பட்டுள்ள,4,5535
கணிப்பிட,4,5536
விண்ணப்பதாரரின்,4,5537
பிரேமதாஸ,4,5538
கட்டிடக்,4,5539
2000.00,4,5540
செயற்பட்டு,4,5541
இலக்காகும்,4,5542
கொள்வதற்கும்,4,5543
உத்தியோகப்பூர்வ,4,5544
கலேவெல,4,5545
உறுதிப்படுத்தல்,4,5546
காலத்திற்காக,4,5547
பதிலீடு,4,5548
தொழில்நுட்பத்துடன்,4,5549
ஒத்துழைப்பினை,4,5550
அமையக்,4,5551
நிகழ்ச்சிகளுக்கு,4,5552
ஆசிரியர்களுக்காக,4,5553
ஒளிபரப்புக்காக,4,5554
முன்வைக்கவும்,3,5555
படிவத்துக்கு,3,5556
எட்டு,3,5557
அட்டைகளை,3,5558
கண்காட்சிகள்,3,5559
காலத்துடன்,3,5560
அதிபர்களுக்கும்,3,5561
தவிசாளரும்,3,5562
ஆண்டுகளாக,3,5563
D,3,5564
இயன்றளவு,3,5565
2015.07.07,3,5566
>,3,5567
மையங்களுக்கு,3,5568
பிள்ளைப்பருவ,3,5569
மதிப்பீடுகளை,3,5570
ஆண்டுக்கு,3,5571
2016.02.15,3,5572
சித்தியின்,3,5573
நோயாளியின்,3,5574
விஸ்தரிக்கப்படவுள்ளதா,3,5575
குமாரிஹாமி,3,5576
பாடசாலையிலும்,3,5577
இணைக்கப்,3,5578
சிரமங்கள்,3,5579
தேசிய‌,3,5580
செய்யப்படாத,3,5581
நாவலப்பிட்டி,3,5582
கட்டுவதற்கு,3,5583
செயலாற்றுவார்,3,5584
நடைபெறுவதால்,3,5585
வழங்கப்படுவதோடு,3,5586
அதிசிறந்த,3,5587
1969,3,5588
கூடியவாறு,3,5589
உட்படுத்தி,3,5590
பீரிஸ்,3,5591
அமைச்சுக்கள்,3,5592
அதிகாரங்கள்,3,5593
தரவுத்,3,5594
பெறப்பட்டுள்ள,3,5595
குடும்பம்,3,5596
லென்ஸ்கள்,3,5597
திணைக்களங்களின்,3,5598
கான்டாக்ட்,3,5599
குர்,3,5600
பெற்றோர்கள்,3,5601
கலபொட,3,5602
மாடியை,3,5603
500/,3,5604
பண்பாட்டு,3,5605
பணிப்பாளா்கள்,3,5606
அத்தியாயம்,3,5607
இலக்கத்தை,3,5608
உரிமையாளர்,3,5609
கல்லூரிகள்,3,5610
ஆவதோடு,3,5611
வாழ்கின்ற,3,5612
கூடும்,3,5613
உரிமையாளர்கள்,3,5614
புலமைப்பாிசில்,3,5615
இலக்கச்,3,5616
முக்கியம்,3,5617
சேர்ப்பது,3,5618
அனுப்பியுள்ளேன்,3,5619
குடும்பத்துக்கு,3,5620
திகதியிடப்பட்டு,3,5621
வேண்டுகோளை,3,5622
வெளிநாடுகளுக்குச்,3,5623
ஆணைச்சீட்டுச்,3,5624
அறியப்பட்டுள்ளது,3,5625
அந்நிதியாண்டில்,3,5626
அதிகபட்ச,3,5627
Schoolnet,3,5628
மலசலகூடத்,3,5629
அதிபர்களின்,3,5630
மையங்களை,3,5631
ஆணைச்சீட்டுக்களைப்,3,5632
பொருத்திகள்,3,5633
இராமகிருஷ்ண,3,5634
தண்டனைகள்,3,5635
சாரதா,3,5636
போக்குவரத்துத்,3,5637
கூறுதல்,3,5638
தயரரிக்கப்பட்டுள்ளதா,3,5639
ஏதுவான,3,5640
செயல்பாட்டு,3,5641
அறிமுகப்படுத்தப்பட்டுள்ள,3,5642
பங்குபற்றலை,3,5643
மனப்பாங்கினை,3,5644
இச்சுற்றறிக்கை,3,5645
சிரமதான,3,5646
இவ்வேலைத்திட்டத்தின்,3,5647
நடுத்தர,3,5648
ஆர்வம்,3,5649
மேசை,3,5650
நிரந்தரமான,3,5651
அமைப்பதற்கு,3,5652
பணத்தைப்,3,5653
வேலையை,3,5654
நிலையமொன்றில்,3,5655
நேர்முகப்பரீட்சை,3,5656
பகுதியானது,3,5657
நிதியினை,3,5658
பிரியங்கா,3,5659
உடைந்து,3,5660
முறையிலான,3,5661
அறிவுறுத்தி,3,5662
ஆளுனர்,3,5663
பங்குபற்ற,3,5664
போல்,3,5665
11.00,3,5666
திறமையான,3,5667
பெற்றுக்கொடுக்க,3,5668
ஒருவரும்,3,5669
கொள்வதன்,3,5670
உயர்ந்தபட்ச,3,5671
தந்தையின்,3,5672
முக்கியமானது,3,5673
நிலையங்களும்,3,5674
எழுதப்பட்ட,3,5675
பதிவுத்,3,5676
இரட்டைக்,3,5677
அவரிடம்,3,5678
நிஸ்ஷங்க,3,5679
காக‌,3,5680
சலுகைக்,3,5681
2200.00,3,5682
அம்சங்களைக்,3,5683
பயன்படுத்துமிடத்து,3,5684
பிரதியையும்,3,5685
கையளித்தல்,3,5686
அமைச்சிலிருந்து,3,5687
போகின்ற,3,5688
கல்வியில்,3,5689
கையளிக்கப்படுகின்ற,3,5690
திட்டமொன்று,3,5691
SACOSAN,3,5692
தம்பதீப,3,5693
சுனில்,3,5694
ஹந்துன்னெத்தி,3,5695
4899,3,5696
பள்ளி,3,5697
அறிவிப்பது,3,5698
பிள்ளையொன்றிற்கு,3,5699
இல்லமொன்றை,3,5700
2014.07.17,3,5701
முன்னோடி,3,5702
வலயக்கல்வி,3,5703
வயதிற்குக்,3,5704
போஹில்,3,5705
சகோதர,3,5706
உறையின்,3,5707
செய்யுமிடத்து,3,5708
விவாகமான,3,5709
தரத்தைச்,3,5710
வலுவாற்றல்,3,5711
சமர்பிக்க,3,5712
பெயருடைய,3,5713
வேண்டுதல்,3,5714
பெற்றோரின்,3,5715
கெப்,3,5716
1/,3,5717
மிஷன்,3,5718
மின்னியல்,3,5719
இல்லத்தில்,3,5720
வேறேதும்,3,5721
அவர்களில்,3,5722
அதன்மூலமாக,3,5723
ரணதுங்க,3,5724
சேவைகளுக்குரிய,3,5725
விமல்,3,5726
பயணத்,3,5727
ஓய்வுபெற்றுள்ள,3,5728
12.00,3,5729
மெல்,3,5730
2016.01.31,3,5731
எல்லையில்,3,5732
பா,3,5733
ஆசனங்களை,3,5734
28/10,3,5735
தொலைத்தொடர்புகள்,3,5736
தேர்ந்தெடுக்கும்,3,5737
பாதுகாவலர்கள்,3,5738
4/58/8/1/5,3,5739
இல்ல,3,5740
பெட்டரி,3,5741
ஆரம்பநிலை,3,5742
வகைகளுக்குரிய,3,5743
மருத்துவர்களின்,3,5744
R,3,5745
கோட்டக்,3,5746
இசுருபாய,3,5747
செய்துகொள்ளல்,3,5748
பட்டியலின்,3,5749
மறுசீரமைக்க,3,5750
இருக்கிறது,3,5751
வளம்,3,5752
நடைமுறைப்படுத்தப்படல்,3,5753
சமர்பிக்குமாறு,3,5754
தரப்பட்டுள்ள,3,5755
ஒதுக்கி,3,5756
நிரப்பப்பட,3,5757
காணிக்,3,5758
உற்பத்தித்,3,5759
செய்வதற்காகவும்,3,5760
உத்தியோகத்தரும்,3,5761
கடிதங்களில்,3,5762
கணக்கொன்றின்,3,5763
கொள்ளாத,3,5764
கட்டப்பட்டுள்ள,3,5765
முதன்மையான,3,5766
கூற,3,5767
உத்தியோகத்தர்களாயின்,3,5768
ஓய்வ10திய,3,5769
அழிவு,3,5770
வீடொன்றின்,3,5771
C,3,5772
உயிர்,3,5773
வரவழைக்கப்பட்ட,3,5774
தவறிய,3,5775
கலந்துரையாட,3,5776
விலைமனுக்கள்,3,5777
பொருளாளர்,3,5778
உத்தரவாதம்,3,5779
2005.01,3,5780
பொல,3,5781
கிடைத்தமை,3,5782
பல்லே,3,5783
வேதனாதிகள்,3,5784
என்பவற்றையும்,3,5785
உரித்து,3,5786
இதனைக்,3,5787
இவரது,3,5788
மூக்குக்,3,5789
செயற்பாட்டை,3,5790
ஆகவே,3,5791
நிர்மாணிக்கப்,3,5792
அமைச்சுக்குச்,3,5793
முன்வைக்குமாறு,3,5794
வீடொன்றை,3,5795
பாடத்தை,3,5796
மரங்கள்,3,5797
நகர்ப்புற,3,5798
பணிக்காகவும்,3,5799
வரைபட,3,5800
அறவீட்டுக்,3,5801
ஆசிரியராக,3,5802
விடுவிக்கப்பட்ட,3,5803
பயிர்,3,5804
நிதியத்துக்கு,3,5805
முக்கியமாகும்,3,5806
தேஜானி,3,5807
அக்கடிதத்தில்,3,5808
31க்கு,3,5809
2004.12,3,5810
பிரதிக்,3,5811
மிகச்,3,5812
ஒருவருக்குச்,3,5813
சகோதரர்கள்,3,5814
தீவின்,3,5815
காணியொன்றில்,3,5816
தகுந்த,3,5817
நிர்மாணிப்பதற்கான,3,5818
திகதியளவில்,3,5819
உலர்,3,5820
பணிப்பாளர்களுக்கு,3,5821
சூழல்,3,5822
2014.08.15,3,5823
வகைக்கு,3,5824
ஆரியரத்ன,3,5825
4.15,3,5826
பிரதேசத்தை,3,5827
குழுக்களை,3,5828
போட்டிக்கான,3,5829
கட்டுப்பாட்டின்,3,5830
உட்பிரிவுகளின்,3,5831
கோவைக்கு,3,5832
உறுப்பாண்மை,3,5833
தோற்ற,3,5834
ஒதுக்கீட்டு,3,5835
செய்தவர்கள்,3,5836
2016.05.20,3,5837
புத்தகங்களில்,3,5838
குழுவொன்றை,3,5839
முன்பேனும்,3,5840
கணக்குக்,3,5841
அன்றி,3,5842
எவ்விதமான,3,5843
முடிவுகளை,3,5844
உள்ளூராட்சிப்,3,5845
பாடப்,3,5846
தற்காலிகப்,3,5847
இணைப்பில்,3,5848
கல்விசாரா,3,5849
தென்னகோன்,3,5850
பெருமளவு,3,5851
பசளை,3,5852
தவறுமிடத்து,3,5853
தொகுதியில்,3,5854
படுத்தல்,3,5855
நிரந்தரமாக்கப்படாத,3,5856
தருமாறும்,3,5857
பாடநெறிக்,3,5858
பயிர்கள்,3,5859
கிராமம்,3,5860
பத்திரப்,3,5861
சதுர,3,5862
காணப்படல்,3,5863
தேவைப்பாடுகளுக்கு,3,5864
அரசாங்கத்தில்,3,5865
நிபந்தனையை,3,5866
5வது,3,5867
ரம்யா,3,5868
கடமைகளுக்கு,3,5869
விஜேதிலக்க,3,5870
2016.05.23,3,5871
தொழினுட்பம்,3,5872
ஆதன,3,5873
அறிவிப்புச்,3,5874
பரிசீலனைக்கு,3,5875
அங்கத்தவர்,3,5876
மற்ற,3,5877
புள்ளிகளை,3,5878
பரீட்சையொன்றில்,3,5879
சம்மந்தமாக,3,5880
2ம்,3,5881
பதிவேடுகள்,3,5882
தீர்மானத்திற்கமைய,3,5883
பட்டியலொன்றை,3,5884
நியமனத்தை,3,5885
சமர்ப்பிக்கலாம்,3,5886
கருத்திட்டத்தை,3,5887
சுற்றுலாத்,3,5888
இரும்புத்,3,5889
மேலதிகமாகப்,3,5890
செவ்வந்தி,3,5891
தரங்களுக்காக,3,5892
நவயாலதென்ன,3,5893
அடுத்துவரும்,3,5894
சங்கத்திற்கு,3,5895
தொகுதியின்,3,5896
முகாமையாளர்கள்,3,5897
சுற்றறிக்கைகளின்,3,5898
நிருவாகச்,3,5899
அப்பதவியின்,3,5900
அதிகரிக்கும்,3,5901
விடயத்துக்கு,3,5902
ஜயகொடி,3,5903
பல்லேபோல,3,5904
ஏற்கெனவே,3,5905
நடைமுறைப்படுத்தப்பட,3,5906
வெற்றிடமாக,3,5907
இனங்கண்டு,3,5908
பண்டிதசேகர,3,5909
பயன்மிக்க,3,5910
உத்தியோகத்தரினதும்,3,5911
விடுவிக்கின்ற,3,5912
வைக்கப்பட்டு,3,5913
ராசா,3,5914
உண்மைத்,3,5915
கோரிக்கையின்,3,5916
கௌரவமாக,3,5917
விடுபடுவதற்கான,3,5918
செய்துள்ளார்,3,5919
அவற்றைப்,3,5920
அடைவதற்கு,3,5921
கொடுப்பதற்கான,3,5922
அணியின்,3,5923
முழுமையாகச்,3,5924
வினாத்தாள்களை,3,5925
எண்கள்,3,5926
அலுவிஹாரே,3,5927
ஏற்றுக்கொள்ளக்,3,5928
கடமையாற்றுவதற்காக,3,5929
பிணையாளராக,3,5930
பேரவையின்,3,5931
கேட்ப்போர்,3,5932
வலைய,3,5933
அரசுப்,3,5934
பூச்சு,3,5935
முறியொன்று,3,5936
2016.05.09,3,5937
பெற்றுக்கொடுப்பதற்கு,3,5938
அமுல்படுத்த,3,5939
நகரத்,3,5940
பணத்திலிருந்து,3,5941
காலநிலை,3,5942
பொருந்தாத,3,5943
சயரோக,3,5944
மார்பு,3,5945
ஏற்றங்களைப்,3,5946
மானியத்,3,5947
எடுத்த,3,5948
நலனோம்பு,3,5949
சீருடைகள்,3,5950
அமுலிலுள்ள,3,5951
விஜித்,3,5952
வடிகாலமைப்புச்,3,5953
தஸநாயக்க,3,5954
இணைப்பினை,3,5955
பொறுப்பாளருக்கு,3,5956
பங்குகளை,3,5957
மாகாணங்களின்,3,5958
வரலாற்று,3,5959
2012.08.20,3,5960
ரணசிங்ஹ,3,5961
படவேண்டும்,3,5962
காலத்துக்குள்,3,5963
செயற்பாடுகளில்,3,5964
சபாபீடத்தில்,3,5965
முடியுமென,3,5966
உத்தரவாத,3,5967
செய்யப்படுவதற்கு,3,5968
சபையிடம்,3,5969
இருபது,3,5970
விடுமுறைகளை,3,5971
பின்பற்றப்பட்ட,3,5972
வந்து,3,5973
நிலைமையில்,3,5974
பின்பற்றப்படல்,3,5975
ராஜா,3,5976
பதிவேட்டில்,3,5977
புள்ளிகளுக்கு,3,5978
45,3,5979
மறுசீரமைக்கப்பட்ட,3,5980
இட்டு,3,5981
தெரிகுழு,3,5982
கை,3,5983
பரிந்துரைத்தல்,3,5984
முறைகள்,3,5985
பாடமும்,3,5986
வரையறைக்குள்,3,5987
பாகங்கள்,3,5988
ஆரம்பிக்க,3,5989
தடுப்பூசி,3,5990
தமிழில்,3,5991
திடடத்தின்,3,5992
விதிகளுக்கும்,3,5993
வட்டியை,3,5994
அவ்வினைத்திறன்காண்,3,5995
தயவான,3,5996
கொடுப்பதன்,3,5997
தடைகளும்,3,5998
வலயங்களில்,3,5999
அதற்க்கு,3,6000
பணித்தடைக்கு,3,6001
மூடப்பட்டுள்ளதென்பதையும்,3,6002
2013.12.09,3,6003
பதிலாகக்,3,6004
வேலைக்கமர்த்தப்பட்ட,3,6005
தன்மையையும்,3,6006
பொறுப்பேற்ற,3,6007
செயலமர்வை,3,6008
நினைவூட்டல்,3,6009
விநியோகிக்க,3,6010
நியமனத்திற்கமைய,3,6011
மூப்பு,3,6012
அமுலாகும்,3,6013
உள்ளடக்குதல்,3,6014
ஏற்பாடுகளினால்,3,6015
தடைப்பரீட்சையானது,3,6016
கல்வியமைச்சின்,3,6017
சுற்றுநிருபம்,3,6018
பஸ்நாயக்க,3,6019
கட்டடங்கள்,3,6020
ஒத்திவைப்பாராக,3,6021
முகாமைத்துவக்,3,6022
தீர்த்து,3,6023
தோற்றிய,3,6024
அறிவூட்டுமாறு,3,6025
வினாவின்றி,3,6026
1994.10.06,3,6027
பாராளுமன்றத்தை,3,6028
கட்டப்பட்ட,3,6029
நீரின்,3,6030
இத்தீர்மானம்,3,6031
டயர்,3,6032
அதேவேளை,3,6033
கடனொன்றைப்,3,6034
ஆலோசனைகளுக்கமைய,3,6035
அதிபரிடம்,3,6036
விடுவிப்பதற்கு,3,6037
அலகுகளை,3,6038
இக்கூட்டத்தின்,3,6039
நிரந்தரமாக்கப்படுவதற்கான,3,6040
இரசாயனவியல்,3,6041
பற்றிப்,3,6042
குறைந்து,3,6043
மதிப்பீட்டிற்கு,3,6044
விவகாரம்,3,6045
கப்பல்களின்,3,6046
இருக்கவேண்டும்,3,6047
கொள்வதாக,3,6048
அமையுமாயின்,3,6049
இந்திகா,3,6050
மூடி,3,6051
DOS,3,6052
ஒன்றிலிருந்து,3,6053
தாவரங்கள்,3,6054
செல்லாதவிடத்து,3,6055
கட்சியின்,3,6056
வீராங்கனைகளின்,3,6057
வாரங்களுக்குள்,3,6058
கொடுத்தமைக்காக,3,6059
எதனையும்,3,6060
உண்டி,3,6061
குலதுங்க,3,6062
செயற்படுத்தப்படும்,3,6063
பெறுமதியாக,3,6064
அமையுமிடத்து,3,6065
அரசாங்கச்,3,6066
ஒருங்கிணைப்புடன்,3,6067
உருவாக்கும்,3,6068
தேநீர்,3,6069
அவருக்கெதிராக,3,6070
சட்டப்படி,3,6071
கோரப்பட்ட,3,6072
அறிவித்தலில்,3,6073
மஹிந்தானந்த,3,6074
பண்பு,3,6075
கொள்வதை,3,6076
செய்துக்கொள்ளல்,3,6077
வீராங்கனைகளுக்கு,3,6078
விண்ணப்பமொன்று,3,6079
சக்கர,3,6080
முச்,3,6081
190,3,6082
அருந்திக்க,3,6083
உத்தியோகத்தரைப்,3,6084
அணிகளுக்காக,3,6085
மாதத்திற்குரிய,3,6086
கருதுதல்,3,6087
கழித்துக்,3,6088
சேதமடைந்துள்ளது,3,6089
நியமனத்தின்,3,6090
லீவுகளைக்,3,6091
சாதனங்கள்,3,6092
நாட்களாகும்,3,6093
லீவுகளுக்காக,3,6094
அதிகாரிகளுக்கும்,3,6095
செயற்படல்,3,6096
பகுதியொன்று,3,6097
1995,3,6098
நாளொன்றிற்கு,3,6099
வாறு,3,6100
விபத்தொன்று,3,6101
Imp,3,6102
செலவிட்ட,3,6103
நட்டஈடுகள்,3,6104
XIV,3,6105
அறி,3,6106
கொள்ளும்,3,6107
இணைக்கப்படும்,3,6108
கொடுக்கல்,3,6109
மோசடியான,3,6110
உட்பிரிவுகளில்,3,6111
காட்சிக்காக,3,6112
SPI,3,6113
கணக்குக்கு,3,6114
நிபுணர்கள்,3,6115
பரிசோதனை,3,6116
முறையினை,3,6117
நடத்திச்,3,6118
ஒப்பமிடப்பட்டது,3,6119
கோப்சிட்டி,3,6120
அத்தொகை,3,6121
முடிவடைந்து,3,6122
1.1,3,6123
நீதிபதி,3,6124
நன்மைகளைப்,3,6125
பல்லினச்,3,6126
ஆகியோருக்கும்,3,6127
கருத்துக்களை,3,6128
முற்றாக,3,6129
மூலப்பிரதி,3,6130
தந்து,3,6131
மலேசியா,3,6132
பார்கேபல்,3,6133
இத்தாலி,3,6134
ஏற்புடைத்தான,3,6135
சம்பவங்களின்,3,6136
கணிப்பிடப்படல்,3,6137
இவ்வொழுங்குவிதிகளின்,3,6138
கட்டளைகளின்,3,6139
இணைப்பாளர்,3,6140
